frame_number,vehicle_type,confidence,bbox_x1,bbox_y1,bbox_x2,bbox_y2,distance_meters,overtaking_angle_degrees,angle_accuracy_percent,safe_to_overtake,recommendation
158,car,0.6112027168273926,1013,403,1080,470,50.149253731343286,2.65,53.7,False,Low detection confidence
158,bus,0.5729355812072754,1119,253,1411,615,17.260273972602743,9.28,83.1,False,Large vehicle - maintain distance; Low detection confidence
158,motorcycle,0.514087975025177,472,479,591,637,10.980392156862745,-12.93,87.6,False,Low detection confidence
159,car,0.6229278445243835,1013,402,1079,469,50.90909090909091,2.64,53.7,False,Low detection confidence
159,bus,0.60332852602005,1119,253,1411,615,17.260273972602743,9.28,83.1,False,Large vehicle - maintain distance; Low detection confidence
159,car,0.5002326965332031,974,417,1013,453,86.15384615384616,1.03,54.5,False,Low detection confidence
160,car,0.6043243408203125,1013,404,1079,469,50.90909090909091,2.64,53.7,False,Low detection confidence
160,truck,0.5528056621551514,1120,252,1410,616,16.091954022988507,9.28,84.3,False,Large vehicle - maintain distance; Low detection confidence
160,motorcycle,0.5256845951080322,467,474,594,633,10.288713910761155,-12.96,88.2,False,Low detection confidence
160,bus,0.5198241472244263,1119,253,1411,616,17.260273972602743,9.28,83.1,False,Large vehicle - maintain distance; Low detection confidence
161,truck,0.643462061882019,1120,252,1409,620,16.147635524798154,9.26,84.2,False,Large vehicle - maintain distance; Low detection confidence
161,car,0.6126482486724854,1013,404,1079,470,50.90909090909091,2.64,53.7,False,Low detection confidence
161,motorcycle,0.5840552449226379,464,474,594,635,10.051282051282051,-13.0,88.4,False,Low detection confidence
162,bus,0.5831106305122375,1118,255,1408,621,17.37931034482759,9.22,83.0,False,Large vehicle - maintain distance; Low detection confidence
162,car,0.5830779075622559,1013,405,1079,470,50.90909090909091,2.64,53.7,False,Low detection confidence
162,motorcycle,0.5172401070594788,464,476,594,635,10.051282051282051,-13.0,88.4,False,Low detection confidence
163,truck,0.679175615310669,1118,250,1409,621,16.036655211912944,9.23,84.3,False,Large vehicle - maintain distance; Low detection confidence
163,car,0.5715935826301575,1012,405,1079,470,50.149253731343286,2.62,53.7,False,Low detection confidence
164,truck,0.7693450450897217,1116,252,1413,639,15.712682379349047,9.26,84.7,False,Large vehicle - maintain distance
164,car,0.5819147825241089,1012,405,1080,470,49.411764705882355,2.64,54.3,False,Low detection confidence
164,motorcycle,0.5409044623374939,453,475,594,638,9.267139479905438,-13.16,89.2,False,Too close; Low detection confidence
165,truck,0.7482966184616089,1112,252,1414,645,15.45253863134658,9.22,84.9,False,Large vehicle - maintain distance
165,car,0.5678081512451172,1012,404,1080,470,49.411764705882355,2.64,54.3,False,Low detection confidence
166,truck,0.7421449422836304,1113,253,1415,640,15.45253863134658,9.25,84.9,False,Large vehicle - maintain distance
166,car,0.5717394948005676,1012,404,1080,470,49.411764705882355,2.64,54.3,False,Low detection confidence
166,motorcycle,0.5086086988449097,447,475,594,639,8.88888888888889,-13.25,89.5,False,Too close; Low detection confidence
167,truck,0.859616756439209,1111,254,1415,644,15.350877192982457,9.22,85.0,False,Large vehicle - maintain distance
167,car,0.563042938709259,1011,404,1080,471,48.69565217391305,2.62,55.0,False,Low detection confidence
167,motorcycle,0.5367088913917542,445,476,595,639,8.711111111111112,-13.26,89.7,False,Too close; Low detection confidence
168,truck,0.7152618169784546,1109,253,1413,639,15.350877192982457,9.16,85.1,False,Large vehicle - maintain distance
168,car,0.5717976689338684,1010,405,1081,472,47.32394366197183,2.62,56.4,False,Low detection confidence
169,truck,0.7427356839179993,1111,252,1412,639,15.503875968992249,9.18,84.9,False,Large vehicle - maintain distance
169,car,0.5704724788665771,1010,405,1081,472,47.32394366197183,2.62,56.4,False,Low detection confidence
169,motorcycle,0.5101390480995178,444,481,595,640,8.653421633554084,-13.28,89.7,False,Too close; Low detection confidence
170,truck,0.6854113340377808,1115,252,1413,638,15.659955257270694,9.25,84.7,False,Large vehicle - maintain distance; Low detection confidence
170,car,0.6072988510131836,1010,405,1081,472,47.32394366197183,2.62,56.4,False,Low detection confidence
171,truck,0.8437877893447876,1116,253,1413,634,15.712682379349047,9.26,84.7,False,Large vehicle - maintain distance
171,car,0.6008767485618591,1010,404,1081,472,47.32394366197183,2.62,56.4,False,Low detection confidence
172,truck,0.6676536202430725,1118,252,1413,632,15.819209039548024,9.29,84.5,False,Large vehicle - maintain distance; Low detection confidence
172,car,0.5939674377441406,1010,404,1081,472,47.32394366197183,2.62,56.4,False,Low detection confidence
173,car,0.5757445693016052,1011,404,1080,471,48.69565217391305,2.62,55.0,False,Low detection confidence
173,bus,0.5464308857917786,1116,254,1413,628,16.969696969696972,9.26,83.4,False,Large vehicle - maintain distance; Low detection confidence
173,truck,0.5414789319038391,1118,251,1414,627,15.765765765765767,9.31,84.6,False,Large vehicle - maintain distance; Low detection confidence
174,truck,0.7056869864463806,1118,250,1414,625,15.765765765765767,9.31,84.6,False,Large vehicle - maintain distance
174,car,0.5516843795776367,1012,404,1080,471,49.411764705882355,2.64,54.3,False,Low detection confidence
175,truck,0.7329083681106567,1118,251,1413,625,15.819209039548024,9.29,84.5,False,Large vehicle - maintain distance
175,car,0.5690438747406006,1010,405,1080,472,48.0,2.61,55.7,False,Low detection confidence
176,truck,0.6902981400489807,1119,252,1415,622,15.765765765765767,9.34,84.6,False,Large vehicle - maintain distance; Low detection confidence
176,car,0.5956974625587463,1010,404,1080,472,48.0,2.61,55.7,False,Low detection confidence
177,car,0.6047762036323547,1009,404,1080,472,47.32394366197183,2.59,56.4,False,Low detection confidence
177,bus,0.5713810324668884,1119,253,1413,620,17.142857142857146,9.31,83.2,False,Large vehicle - maintain distance; Low detection confidence
177,motorcycle,0.5223977565765381,495,513,586,646,14.35897435897436,-12.67,84.3,False,Low detection confidence
177,car,0.5029999613761902,976,414,1012,452,93.33333333333333,1.04,54.5,False,Low detection confidence
178,car,0.6428981423377991,1010,405,1080,472,48.0,2.61,55.7,False,Low detection confidence
178,bus,0.5432192087173462,1118,253,1415,620,16.969696969696972,9.32,83.4,False,Large vehicle - maintain distance; Low detection confidence
178,car,0.514642596244812,977,414,1012,452,96.0,1.06,54.5,False,Low detection confidence
178,truck,0.5144026875495911,1119,253,1416,620,15.712682379349047,9.35,84.6,False,Large vehicle - maintain distance; Low detection confidence
179,bus,0.6385630369186401,1119,252,1414,618,17.08474576271187,9.32,83.3,False,Large vehicle - maintain distance; Low detection confidence
179,car,0.603768527507782,1010,404,1079,472,48.69565217391305,2.59,55.0,False,Low detection confidence
179,motorcycle,0.5249923467636108,499,515,584,646,15.372549019607844,-12.64,83.3,False,Low detection confidence
180,car,0.626505434513092,1009,404,1080,472,47.32394366197183,2.59,56.4,False,Low detection confidence
180,bus,0.5355826020240784,1119,252,1414,618,17.08474576271187,9.32,83.3,False,Large vehicle - maintain distance; Low detection confidence
181,bus,0.6601518988609314,1119,250,1416,617,16.969696969696972,9.35,83.4,False,Large vehicle - maintain distance; Low detection confidence
181,car,0.6130289435386658,1010,404,1080,472,48.0,2.61,55.7,False,Low detection confidence
182,bus,0.7714341282844543,1119,251,1417,616,16.912751677852352,9.37,83.4,False,Large vehicle - maintain distance
182,car,0.5982816815376282,1010,403,1079,472,48.69565217391305,2.59,55.0,False,Low detection confidence
182,motorcycle,0.5406477451324463,622,482,671,564,26.666666666666668,-9.53,73.6,False,Low detection confidence
182,motorcycle,0.523759126663208,483,514,584,647,12.937293729372938,-12.87,85.6,False,Low detection confidence
183,bus,0.8473747968673706,1119,250,1415,616,17.02702702702703,9.34,83.3,False,Large vehicle - maintain distance
183,car,0.6162109375,1009,403,1079,473,48.0,2.58,55.7,False,Low detection confidence
183,motorcycle,0.5716507434844971,378,511,455,616,16.969696969696972,-16.23,79.9,False,Low detection confidence
183,motorcycle,0.5499436855316162,471,500,587,648,11.264367816091955,-13.0,87.2,False,Low detection confidence
183,motorcycle,0.5167864561080933,622,482,672,564,26.133333333333336,-9.52,74.1,False,Low detection confidence
184,bus,0.730487048625946,1120,250,1416,614,17.02702702702703,9.37,83.3,False,Large vehicle - maintain distance
184,car,0.6174027323722839,1010,403,1079,472,48.69565217391305,2.59,55.0,False,Low detection confidence
184,motorcycle,0.5148603320121765,622,482,672,564,26.133333333333336,-9.52,74.1,False,Low detection confidence
185,bus,0.8040765523910522,1120,250,1415,613,17.08474576271187,9.35,83.2,False,Large vehicle - maintain distance
185,car,0.6601710915565491,1009,404,1078,472,48.69565217391305,2.56,55.0,False,Low detection confidence
185,motorcycle,0.5710846185684204,363,497,457,620,13.900709219858157,-16.42,82.9,False,Low detection confidence
186,bus,0.642124593257904,1120,251,1416,613,17.02702702702703,9.37,83.3,False,Large vehicle - maintain distance; Low detection confidence
186,car,0.6078004837036133,1009,403,1078,473,48.69565217391305,2.56,55.0,False,Low detection confidence
186,motorcycle,0.5455661416053772,478,506,583,650,12.444444444444445,-12.96,86.1,False,Low detection confidence
186,car,0.508607029914856,909,412,949,452,84.0,-0.95,54.5,False,Low detection confidence
187,bus,0.6472396850585938,1121,251,1416,614,17.08474576271187,9.38,83.2,False,Large vehicle - maintain distance; Low detection confidence
187,motorcycle,0.6131843328475952,482,514,582,650,13.066666666666668,-12.91,85.5,False,Low detection confidence
187,car,0.5715246796607971,1009,402,1078,473,48.69565217391305,2.56,55.0,False,Low detection confidence
188,bus,0.7699400186538696,1121,251,1417,614,17.02702702702703,9.4,83.3,False,Large vehicle - maintain distance
188,motorcycle,0.6219838857650757,470,505,583,651,11.563421828908556,-13.07,86.9,False,Low detection confidence
188,car,0.579163134098053,1009,403,1078,473,48.69565217391305,2.56,55.0,False,Low detection confidence
189,bus,0.7595077157020569,1121,252,1416,614,17.08474576271187,9.38,83.2,False,Large vehicle - maintain distance
189,motorcycle,0.6143856644630432,466,501,582,652,11.264367816091955,-13.15,87.2,False,Low detection confidence
189,car,0.528563380241394,1010,402,1078,473,49.411764705882355,2.58,54.3,False,Low detection confidence
190,motorcycle,0.6832362413406372,466,501,582,653,11.264367816091955,-13.15,87.2,False,Low detection confidence
190,bus,0.682157039642334,1121,251,1417,614,17.02702702702703,9.4,83.3,False,Large vehicle - maintain distance; Low detection confidence
190,car,0.5660117268562317,1010,404,1078,473,49.411764705882355,2.58,54.3,False,Low detection confidence
191,motorcycle,0.6973873972892761,463,505,580,655,11.168091168091168,-13.22,87.2,False,Low detection confidence
191,truck,0.6724150776863098,1121,252,1424,616,15.401540154015402,9.5,84.8,False,Large vehicle - maintain distance; Low detection confidence
191,car,0.6250292062759399,1010,404,1078,473,49.411764705882355,2.58,54.3,False,Low detection confidence
191,motorcycle,0.5600165128707886,330,503,436,628,12.327044025157234,-17.18,84.1,False,Low detection confidence
191,car,0.5432769656181335,906,412,949,452,78.13953488372093,-1.0,54.5,False,Low detection confidence
192,truck,0.8041870594024658,1121,253,1418,617,15.712682379349047,9.41,84.6,False,Large vehicle - maintain distance
192,motorcycle,0.6576092839241028,468,515,581,655,11.563421828908556,-13.13,86.9,False,Low detection confidence
192,car,0.6218336224555969,1010,403,1078,473,49.411764705882355,2.58,54.3,False,Low detection confidence
192,motorcycle,0.5381752848625183,329,506,431,632,12.81045751633987,-17.26,83.6,False,Low detection confidence
192,car,0.5149775147438049,906,412,948,452,80.0,-1.01,54.5,False,Low detection confidence
192,car,0.5024206638336182,978,411,1014,450,93.33333333333333,1.1,54.4,False,Low detection confidence
193,truck,0.7957665920257568,1121,253,1418,616,15.712682379349047,9.41,84.6,False,Large vehicle - maintain distance
193,car,0.6545702815055847,1010,404,1078,473,49.411764705882355,2.58,54.3,False,Low detection confidence
193,motorcycle,0.6274535655975342,474,517,580,655,12.327044025157234,-13.06,86.1,False,Low detection confidence
193,car,0.5550624132156372,906,412,949,452,78.13953488372093,-1.0,54.5,False,Low detection confidence
193,car,0.5158230662345886,978,411,1015,449,90.8108108108108,1.12,54.4,False,Low detection confidence
194,car,0.6643778681755066,1009,405,1078,473,48.69565217391305,2.56,55.0,False,Low detection confidence
194,truck,0.6298059821128845,1121,253,1417,617,15.765765765765767,9.4,84.5,False,Large vehicle - maintain distance; Low detection confidence
194,car,0.6123642325401306,907,413,949,451,80.0,-0.98,54.5,False,Low detection confidence
194,motorcycle,0.5521470904350281,465,516,575,657,11.878787878787879,-13.26,86.5,False,Low detection confidence
194,car,0.503323495388031,978,410,1016,449,88.42105263157895,1.14,54.4,False,Low detection confidence
195,truck,0.7626915574073792,1120,253,1418,617,15.659955257270694,9.4,84.6,False,Large vehicle - maintain distance
195,car,0.6958903074264526,1009,404,1078,473,48.69565217391305,2.56,55.0,False,Low detection confidence
195,car,0.630956768989563,906,412,949,451,78.13953488372093,-1.0,54.5,False,Low detection confidence
195,motorcycle,0.6294334530830383,311,509,415,637,12.564102564102566,-17.74,83.6,False,Low detection confidence
195,motorcycle,0.5324254035949707,463,507,577,660,11.461988304093568,-13.26,86.9,False,Low detection confidence
195,car,0.5099741220474243,977,409,1016,449,86.15384615384616,1.12,54.4,False,Low detection confidence
196,truck,0.7396013736724854,1121,253,1418,617,15.712682379349047,9.41,84.6,False,Large vehicle - maintain distance
196,car,0.7071195840835571,1009,405,1079,473,48.0,2.58,55.7,True,Safe to overtake
196,car,0.6342378258705139,906,412,949,451,78.13953488372093,-1.0,54.5,False,Low detection confidence
196,motorcycle,0.6121025085449219,304,509,413,639,11.98776758409786,-17.86,84.1,False,Low detection confidence
196,motorcycle,0.5851712822914124,465,517,576,659,11.771771771771773,-13.25,86.6,False,Low detection confidence
196,car,0.5477733612060547,978,408,1016,449,88.42105263157895,1.14,54.4,False,Low detection confidence
197,truck,0.7903816103935242,1120,252,1419,617,15.60758082497213,9.41,84.7,False,Large vehicle - maintain distance
197,car,0.6862829923629761,1009,405,1079,473,48.0,2.58,55.7,False,Low detection confidence
197,car,0.6568506956100464,906,412,949,451,78.13953488372093,-1.0,54.5,False,Low detection confidence
197,motorcycle,0.6429979205131531,299,508,411,642,11.666666666666668,-17.96,84.4,False,Low detection confidence
197,motorcycle,0.6272723078727722,468,518,574,661,12.327044025157234,-13.23,86.1,False,Low detection confidence
197,car,0.5129899382591248,978,408,1015,448,90.8108108108108,1.12,54.4,False,Low detection confidence
198,truck,0.7875848412513733,1120,252,1419,617,15.60758082497213,9.41,84.7,False,Large vehicle - maintain distance
198,car,0.686447024345398,1009,404,1079,473,48.0,2.58,55.7,False,Low detection confidence
198,motorcycle,0.6524131298065186,298,508,411,642,11.563421828908556,-17.97,84.5,False,Low detection confidence
198,car,0.6506658792495728,905,412,949,451,76.36363636363636,-1.01,54.5,False,Low detection confidence
198,motorcycle,0.621250331401825,468,518,574,661,12.327044025157234,-13.23,86.1,False,Low detection confidence
198,car,0.512596845626831,978,408,1015,448,90.8108108108108,1.12,54.4,False,Low detection confidence
199,motorcycle,0.6921088099479675,289,506,408,644,10.980392156862745,-18.14,84.9,False,Low detection confidence
199,car,0.6792343854904175,1010,405,1079,473,48.69565217391305,2.59,55.0,False,Low detection confidence
199,truck,0.6598595380783081,1121,252,1419,617,15.659955257270694,9.43,84.6,False,Large vehicle - maintain distance; Low detection confidence
199,car,0.6563726663589478,905,411,949,451,76.36363636363636,-1.01,54.5,False,Low detection confidence
199,motorcycle,0.5507286787033081,463,519,571,661,12.098765432098766,-13.35,86.2,False,Low detection confidence
200,car,0.7175052762031555,1010,405,1079,473,48.69565217391305,2.59,55.0,True,Safe to overtake
200,car,0.6473014950752258,906,411,949,451,78.13953488372093,-1.0,54.5,False,Low detection confidence
200,motorcycle,0.611001193523407,286,505,406,644,10.88888888888889,-18.21,85.0,False,Low detection confidence
200,bus,0.5450125932693481,1121,252,1418,615,16.969696969696972,9.41,83.3,False,Large vehicle - maintain distance; Low detection confidence
200,truck,0.5438833832740784,1121,252,1419,616,15.659955257270694,9.43,84.6,False,Large vehicle - maintain distance; Low detection confidence
200,car,0.529133677482605,978,409,1013,448,96.0,1.09,54.5,False,Low detection confidence
200,motorcycle,0.5056324005126953,462,519,570,661,12.098765432098766,-13.38,86.2,False,Low detection confidence
201,car,0.7342334389686584,1010,405,1079,473,48.69565217391305,2.59,55.0,True,Safe to overtake
201,truck,0.6772139072418213,1121,253,1420,616,15.60758082497213,9.44,84.7,False,Large vehicle - maintain distance; Low detection confidence
201,motorcycle,0.6747350692749023,283,504,405,640,10.710382513661203,-18.26,85.2,False,Low detection confidence
201,car,0.6696346998214722,906,411,949,450,78.13953488372093,-1.0,54.5,False,Low detection confidence
201,car,0.5554935932159424,978,408,1014,447,93.33333333333333,1.1,54.4,False,Low detection confidence
202,truck,0.7532554268836975,1121,252,1420,616,15.60758082497213,9.44,84.7,False,Large vehicle - maintain distance
202,car,0.7272403836250305,1009,405,1080,473,47.32394366197183,2.59,56.4,True,Safe to overtake
202,car,0.6718329191207886,906,411,948,450,80.0,-1.01,54.5,False,Low detection confidence
202,motorcycle,0.6052696108818054,275,506,395,647,10.88888888888889,-18.51,84.9,False,Low detection confidence
202,car,0.5546582341194153,978,407,1013,447,96.0,1.09,54.5,False,Low detection confidence
203,truck,0.7572621703147888,1121,253,1420,616,15.60758082497213,9.44,84.7,False,Large vehicle - maintain distance
203,car,0.7408179640769958,1009,405,1080,474,47.32394366197183,2.59,56.4,True,Safe to overtake
203,car,0.6625770926475525,905,411,947,450,80.0,-1.04,54.5,False,Low detection confidence
203,motorcycle,0.5806836485862732,274,511,391,650,11.168091168091168,-18.58,84.5,False,Low detection confidence
203,car,0.5346841812133789,978,407,1013,446,96.0,1.09,54.5,False,Low detection confidence
204,car,0.7545167207717896,1009,405,1080,473,47.32394366197183,2.59,56.4,True,Safe to overtake
204,truck,0.6375990509986877,1121,252,1420,615,15.60758082497213,9.44,84.7,False,Large vehicle - maintain distance; Low detection confidence
204,car,0.6049371361732483,905,412,947,449,80.0,-1.04,54.5,False,Low detection confidence
204,motorcycle,0.6006722450256348,258,495,389,652,9.974554707379136,-18.83,85.6,False,Too close; Low detection confidence
204,motorcycle,0.5523515343666077,445,498,561,665,11.264367816091955,-13.76,86.9,False,Low detection confidence
204,car,0.5420684814453125,978,407,1012,446,98.82352941176471,1.07,54.5,False,Low detection confidence
205,car,0.7866102457046509,1009,405,1080,473,47.32394366197183,2.59,56.4,True,Safe to overtake
205,truck,0.5995872616767883,1121,251,1418,615,15.712682379349047,9.41,84.6,False,Large vehicle - maintain distance; Low detection confidence
205,motorcycle,0.5903290510177612,249,499,386,652,9.53771289537713,-18.99,86.0,False,Too close; Low detection confidence
205,motorcycle,0.583309531211853,443,497,558,666,11.36231884057971,-13.83,86.7,False,Low detection confidence
205,car,0.5760650634765625,905,411,947,448,80.0,-1.04,54.5,False,Low detection confidence
205,car,0.5532554388046265,978,407,1012,446,98.82352941176471,1.07,54.5,False,Low detection confidence
205,bus,0.5214342474937439,1121,251,1418,613,16.969696969696972,9.41,83.3,False,Large vehicle - maintain distance; Low detection confidence
206,car,0.8023097515106201,1008,406,1080,473,46.666666666666664,2.58,57.0,True,Safe to overtake
206,truck,0.7396950125694275,1121,252,1419,616,15.659955257270694,9.43,84.6,False,Large vehicle - maintain distance
206,car,0.6068880558013916,905,409,947,448,80.0,-1.04,54.5,False,Low detection confidence
206,motorcycle,0.5906987190246582,424,492,559,668,9.679012345679013,-14.09,88.3,False,Too close; Low detection confidence
206,car,0.5890985131263733,977,407,1011,446,98.82352941176471,1.04,54.5,False,Low detection confidence
206,motorcycle,0.5787518620491028,249,492,382,653,9.824561403508772,-19.05,85.7,False,Too close; Low detection confidence
207,car,0.8041056394577026,1008,405,1080,473,46.666666666666664,2.58,57.0,True,Safe to overtake
207,truck,0.7938788533210754,1121,251,1423,615,15.45253863134658,9.49,84.8,False,Large vehicle - maintain distance
207,motorcycle,0.6698011755943298,421,497,556,668,9.679012345679013,-14.18,88.2,False,Too close; Low detection confidence
207,motorcycle,0.6401915550231934,241,510,372,659,9.974554707379136,-19.29,85.4,False,Too close; Low detection confidence
207,car,0.5931025743484497,977,407,1012,446,96.0,1.06,54.5,False,Low detection confidence
207,car,0.5926357507705688,904,408,948,448,76.36363636363636,-1.04,54.5,False,Low detection confidence
208,car,0.7774452567100525,1008,405,1079,473,47.32394366197183,2.56,56.4,True,Safe to overtake
208,motorcycle,0.7291234731674194,420,500,554,668,9.751243781094528,-14.22,88.1,False,Too close
208,truck,0.7265036702156067,1120,250,1427,615,15.200868621064062,9.53,85.0,False,Large vehicle - maintain distance
208,car,0.6114277839660645,978,407,1013,446,96.0,1.09,54.5,False,Low detection confidence
208,motorcycle,0.5864696502685547,237,511,369,662,9.8989898989899,-19.39,85.4,False,Too close; Low detection confidence
208,car,0.5858508348464966,905,408,948,448,78.13953488372093,-1.03,54.5,False,Low detection confidence
208,motorcycle,0.5335802435874939,612,482,674,566,21.075268817204304,-9.64,79.1,False,Low detection confidence
209,car,0.7802209258079529,1008,405,1079,473,47.32394366197183,2.56,56.4,True,Safe to overtake
209,truck,0.750394880771637,1121,249,1429,615,15.151515151515152,9.58,85.1,False,Large vehicle - maintain distance
209,motorcycle,0.7493364214897156,419,500,552,668,9.824561403508772,-14.26,88.0,False,Too close
209,motorcycle,0.7076071500778198,231,510,366,662,9.679012345679013,-19.51,85.6,False,Too close
209,car,0.6426646709442139,978,408,1014,446,93.33333333333333,1.1,54.4,False,Low detection confidence
209,car,0.5712376236915588,905,408,948,447,78.13953488372093,-1.03,54.5,False,Low detection confidence
209,motorcycle,0.5370596647262573,612,482,674,566,21.075268817204304,-9.64,79.1,False,Low detection confidence
210,car,0.7766336798667908,1008,405,1079,473,47.32394366197183,2.56,56.4,True,Safe to overtake
210,truck,0.7499840259552002,1120,250,1422,615,15.45253863134658,9.46,84.8,False,Large vehicle - maintain distance
210,motorcycle,0.7121500968933105,416,494,549,668,9.824561403508772,-14.35,88.0,False,Too close
210,motorcycle,0.7098709344863892,218,513,361,667,9.137529137529137,-19.76,86.0,False,Too close
210,car,0.6164658069610596,977,407,1014,446,90.8108108108108,1.09,54.5,False,Low detection confidence
210,car,0.5527222156524658,905,409,948,447,78.13953488372093,-1.03,54.5,False,Low detection confidence
211,car,0.7559629678726196,1007,404,1078,472,47.32394366197183,2.53,56.4,True,Safe to overtake
211,truck,0.7150843143463135,1119,252,1422,615,15.401540154015402,9.44,84.9,False,Large vehicle - maintain distance
211,motorcycle,0.6775619387626648,212,512,353,667,9.267139479905438,-19.95,85.8,False,Too close; Low detection confidence
211,car,0.598942756652832,978,408,1015,447,90.8108108108108,1.12,54.4,False,Low detection confidence
211,motorcycle,0.5701200366020203,419,501,546,668,10.288713910761155,-14.35,87.5,False,Low detection confidence
211,car,0.5439867377281189,906,409,949,446,78.13953488372093,-1.0,54.5,False,Low detection confidence
212,car,0.7508309483528137,1007,404,1078,472,47.32394366197183,2.53,56.4,True,Safe to overtake
212,truck,0.6561302542686462,1120,252,1422,615,15.45253863134658,9.46,84.8,False,Large vehicle - maintain distance; Low detection confidence
212,motorcycle,0.6142118573188782,208,510,352,668,9.074074074074074,-20.02,85.9,False,Too close; Low detection confidence
212,car,0.5992423892021179,978,407,1016,447,88.42105263157895,1.14,54.4,False,Low detection confidence
212,car,0.5605310797691345,906,409,949,446,78.13953488372093,-1.0,54.5,False,Low detection confidence
212,motorcycle,0.5584109425544739,423,501,546,667,10.623306233062332,-14.29,87.2,False,Low detection confidence
213,motorcycle,0.7647053599357605,203,513,342,670,9.400479616306955,-20.22,85.5,False,Too close
213,car,0.7408551573753357,1008,404,1078,472,48.0,2.55,55.7,True,Safe to overtake
213,motorcycle,0.6366341710090637,417,497,541,669,10.537634408602152,-14.45,87.2,False,Low detection confidence
213,bus,0.6335896253585815,1122,251,1421,613,16.856187290969903,9.47,83.4,False,Large vehicle - maintain distance; Low detection confidence
213,car,0.6202569007873535,978,407,1017,447,86.15384615384616,1.15,54.4,False,Low detection confidence
213,car,0.5755118131637573,906,409,949,446,78.13953488372093,-1.0,54.5,False,Low detection confidence
214,car,0.7376757264137268,1008,404,1077,472,48.69565217391305,2.53,55.0,True,Safe to overtake
214,motorcycle,0.7217135429382324,189,513,336,675,8.88888888888889,-20.49,85.9,False,Too close
214,motorcycle,0.6406341195106506,409,499,538,671,10.12919896640827,-14.61,87.6,False,Low detection confidence
214,truck,0.6395173668861389,1122,250,1421,616,15.60758082497213,9.47,84.7,False,Large vehicle - maintain distance; Low detection confidence
214,car,0.6029669642448425,978,407,1016,447,88.42105263157895,1.14,54.4,False,Low detection confidence
214,car,0.5556002855300903,906,409,948,446,80.0,-1.01,54.5,False,Low detection confidence
215,car,0.7343465685844421,1008,403,1077,471,48.69565217391305,2.53,55.0,True,Safe to overtake
215,motorcycle,0.700370728969574,184,511,333,676,8.76957494407159,-20.6,85.9,False,Too close
215,truck,0.661418616771698,1122,251,1420,616,15.659955257270694,9.46,84.6,False,Large vehicle - maintain distance; Low detection confidence
215,motorcycle,0.655834972858429,410,502,535,671,10.453333333333333,-14.64,87.2,False,Low detection confidence
215,car,0.5841201543807983,905,409,948,446,78.13953488372093,-1.03,54.5,False,Low detection confidence
215,car,0.5778880715370178,978,407,1016,447,88.42105263157895,1.14,54.4,False,Low detection confidence
216,motorcycle,0.7917644381523132,177,513,328,678,8.653421633554084,-20.76,86.0,False,Too close
216,car,0.7251043319702148,1007,402,1077,471,48.0,2.52,55.7,True,Safe to overtake
216,truck,0.7020103931427002,1122,252,1423,617,15.503875968992249,9.5,84.7,False,Large vehicle - maintain distance
216,car,0.6020597219467163,906,409,948,446,80.0,-1.01,54.5,False,Low detection confidence
216,motorcycle,0.5697560906410217,398,507,534,672,9.607843137254903,-14.82,88.0,False,Too close; Low detection confidence
216,car,0.5644183158874512,978,406,1016,448,88.42105263157895,1.14,54.4,False,Low detection confidence
217,motorcycle,0.7885921001434326,165,507,323,680,8.270042194092827,-20.99,86.2,False,Too close
217,car,0.7082186937332153,1007,402,1077,471,48.0,2.52,55.7,True,Safe to overtake
217,truck,0.5771647095680237,1123,252,1422,616,15.60758082497213,9.5,84.6,False,Large vehicle - maintain distance; Low detection confidence
217,motorcycle,0.5605345964431763,402,497,531,673,10.12919896640827,-14.81,87.5,False,Low detection confidence
217,car,0.5388867855072021,907,409,948,446,81.95121951219512,-1.0,54.5,False,Low detection confidence
217,car,0.5298526287078857,978,406,1016,447,88.42105263157895,1.14,54.4,False,Low detection confidence
217,bus,0.5205003619194031,1124,252,1421,614,16.969696969696972,9.5,83.3,False,Large vehicle - maintain distance; Low detection confidence
218,motorcycle,0.7735706567764282,163,506,320,683,8.32271762208068,-21.05,86.2,False,Too close
218,car,0.6992408037185669,1007,401,1077,471,48.0,2.52,55.7,False,Low detection confidence
218,bus,0.6920830011367798,1124,252,1421,614,16.969696969696972,9.5,83.3,False,Large vehicle - maintain distance; Low detection confidence
218,motorcycle,0.5633451342582703,393,488,529,674,9.607843137254903,-14.97,87.9,False,Too close; Low detection confidence
218,car,0.549363911151886,907,409,948,445,81.95121951219512,-1.0,54.5,False,Low detection confidence
218,car,0.5308433771133423,978,405,1015,447,90.8108108108108,1.12,54.4,False,Low detection confidence
219,motorcycle,0.7782872915267944,155,505,313,688,8.270042194092827,-21.25,86.1,False,Too close
219,car,0.6984987854957581,1007,401,1076,470,48.69565217391305,2.5,55.1,False,Low detection confidence
219,truck,0.5910427570343018,1122,252,1422,616,15.555555555555557,9.49,84.7,False,Large vehicle - maintain distance; Low detection confidence
219,car,0.5674464702606201,906,410,948,445,80.0,-1.01,54.5,False,Low detection confidence
219,motorcycle,0.5378263592720032,388,504,524,676,9.607843137254903,-15.11,87.8,False,Too close; Low detection confidence
219,bus,0.5135188698768616,1123,252,1421,614,16.912751677852352,9.49,83.3,False,Large vehicle - maintain distance; Low detection confidence
219,car,0.5033952593803406,979,404,1015,447,93.33333333333333,1.14,54.4,False,Low detection confidence
